x,y,z
0.083971 ,  -0.025991 ,  -0.969669
0.061979 ,  -0.019993 ,  -1.009655
0.077973 ,  -0.013995 ,  -1.001658
0.055981 ,  -0.009997 ,  -1.011654
0.047984 ,  -0.021992 ,  -1.045643
0.029990 ,  -0.039986 ,  -1.049641
0.057980 ,  -0.031989 ,  -1.061637
0.059980 ,  -0.027990 ,  -1.019652
0.057980 ,  -0.023992 ,  -1.013654
0.065977 ,  -0.021992 ,  -0.965670
0.037987 ,  -0.037987 ,  -0.993661
0.063978 ,  -0.029990 ,  -1.021651
0.059980 ,  -0.021992 ,  -0.997659
0.053982 ,  -0.025991 ,  -1.049641
0.045984 ,  -0.017994 ,  -1.001658
0.047984 ,  -0.013995 ,  -1.005656
0.055981 ,  -0.035988 ,  -1.055639
0.037987 ,  -0.031989 ,  -0.995660
0.019993 ,  -0.023992 ,  -1.005656
0.051982 ,  -0.029990 ,  -1.019652
0.047984 ,  -0.025991 ,  -0.949676
0.059980 ,  -0.005998 ,  -0.995660
0.035988 ,  -0.013995 ,  -1.005656
0.059980 ,  -0.027990 ,  -0.997659
0.063978 ,  -0.027990 ,  -1.007656
0.039986 ,  -0.015995 ,  -0.981665
0.039986 ,  -0.033988 ,  -1.045643
0.061979 ,  -0.017994 ,  -0.993661
0.027990 ,  -0.021992 ,  -1.041644
0.055981 ,  -0.029990 ,  -1.059638
0.037987 ,  -0.031989 ,  -1.027649
0.039986 ,  -0.023992 ,  -1.013654
0.049983 ,  -0.023992 ,  -0.987663
0.041986 ,  -0.025991 ,  -1.013654
0.041986 ,  -0.031989 ,  -1.027649
0.039986 ,  -0.025991 ,  -1.009655
0.035988 ,  -0.023992 ,  -0.989662
0.045984 ,  -0.019993 ,  -0.981665
0.059980 ,  -0.031989 ,  -1.041644
0.027990 ,  -0.033988 ,  -1.011654
0.021992 ,  -0.043985 ,  -1.001658
0.045984 ,  -0.029990 ,  -1.029648
0.053982 ,  -0.015995 ,  -0.995660
0.047984 ,  -0.015995 ,  -1.013654
0.061979 ,  -0.023992 ,  -1.071634
0.035988 ,  -0.019993 ,  -1.013654
0.061979 ,  -0.025991 ,  -0.995660
0.093968 ,  -0.021992 ,  -1.013654
0.049983 ,  -0.023992 ,  -1.021651
0.053982 ,  -0.025991 ,  -0.995660
0.045984 ,  -0.029990 ,  -1.011654
0.061979 ,  -0.021992 ,  -1.041644
0.071975 ,  -0.025991 ,  -1.035646
0.037987 ,  -0.015995 ,  -0.995660
0.055981 ,  -0.015995 ,  -1.015653
0.037987 ,  -0.023992 ,  -0.971668
0.039986 ,  -0.019993 ,  -0.993661
0.047984 ,  -0.029990 ,  -0.993661
0.051982 ,  -0.031989 ,  -1.037646
0.033988 ,  -0.027990 ,  -1.045643
0.025991 ,  -0.033988 ,  -1.003657
0.049983 ,  -0.021992 ,  -1.021651
0.031989 ,  -0.023992 ,  -0.975667
0.043985 ,  -0.037987 ,  -0.983664
0.059980 ,  -0.013995 ,  -0.975667
0.057980 ,  -0.031989 ,  -1.003657
0.049983 ,  -0.017994 ,  -1.029648
0.055981 ,  -0.031989 ,  -1.031647
0.039986 ,  -0.029990 ,  -0.977666
0.035988 ,  -0.023992 ,  -1.043643
0.045984 ,  -0.019993 ,  -1.011654
0.045984 ,  -0.027990 ,  -1.005656
0.073975 ,  -0.019993 ,  -0.989662
0.057980 ,  -0.033988 ,  -1.043643
0.021992 ,  -0.037987 ,  -1.019652
0.047984 ,  -0.023992 ,  -1.029648
0.045984 ,  -0.031989 ,  -1.013654
0.057980 ,  -0.017994 ,  -1.001658
0.069976 ,  -0.021992 ,  -1.007656
0.081972 ,  -0.023992 ,  -1.003657
0.049983 ,  -0.017994 ,  -1.037646
0.051982 ,  -0.025991 ,  -1.029648
0.045984 ,  -0.031989 ,  -1.023650
0.043985 ,  -0.011996 ,  -1.003657
0.047984 ,  -0.029990 ,  -1.031647
0.045984 ,  -0.035988 ,  -1.055639
0.059980 ,  -0.015995 ,  -0.955673
0.029990 ,  -0.015995 ,  -0.989662
0.055981 ,  -0.025991 ,  -0.983664
0.051982 ,  -0.029990 ,  -1.047642
0.053982 ,  -0.037987 ,  -1.065636
0.033988 ,  -0.023992 ,  -1.023650
0.061979 ,  -0.027990 ,  -1.057639
0.069976 ,  -0.021992 ,  -1.029648
0.027990 ,  -0.013995 ,  -0.987663
0.063978 ,  -0.031989 ,  -1.043643
0.047984 ,  -0.023992 ,  -0.999658
0.025991 ,  -0.031989 ,  -1.007656
0.057980 ,  -0.011996 ,  -1.019652
0.031989 ,  -0.037987 ,  -0.997659
0.055981 ,  -0.031989 ,  -1.033647
0.041986 ,  -0.019993 ,  -1.003657
0.039986 ,  -0.019993 ,  -0.989662
0.057980 ,  -0.017994 ,  -0.999658
0.033988 ,  -0.019993 ,  -0.959672
0.035988 ,  -0.021992 ,  -0.987663
0.041986 ,  -0.025991 ,  -0.975667
0.023992 ,  -0.031989 ,  -1.015653
0.057980 ,  -0.023992 ,  -1.011654
0.053982 ,  -0.027990 ,  -1.029648
0.075974 ,  -0.015995 ,  -0.985663
0.037987 ,  -0.009997 ,  -0.995660
0.031989 ,  -0.021992 ,  -0.993661
0.041986 ,  -0.023992 ,  -1.035646
0.039986 ,  -0.013995 ,  -1.007656
0.067977 ,  -0.025991 ,  -1.017652
0.059980 ,  -0.011996 ,  -1.001658
0.077973 ,  -0.013995 ,  -1.021651
0.057980 ,  -0.037987 ,  -0.997659
0.069976 ,  -0.023992 ,  -1.031647
0.019993 ,  -0.035988 ,  -0.997659
0.073975 ,  -0.019993 ,  -0.983664
0.059980 ,  -0.025991 ,  -1.017652
0.085971 ,  -0.019993 ,  -1.023650
0.039986 ,  -0.021992 ,  -0.989662
0.045984 ,  -0.025991 ,  -1.047642
0.051982 ,  -0.039986 ,  -1.047642
0.045984 ,  -0.019993 ,  -0.971668
0.029990 ,  -0.009997 ,  -0.983664
0.059980 ,  -0.013995 ,  -0.977666
0.053982 ,  -0.025991 ,  -0.997659
0.063978 ,  -0.021992 ,  -0.997659
0.027990 ,  -0.019993 ,  -1.019652
0.047984 ,  -0.027990 ,  -1.039645
0.055981 ,  -0.035988 ,  -1.025650
0.055981 ,  -0.013995 ,  -0.987663
0.065977 ,  -0.013995 ,  -1.005656
0.053982 ,  -0.025991 ,  -1.003657
0.053982 ,  -0.029990 ,  -1.023650
0.017994 ,  -0.021992 ,  -1.037646
0.037987 ,  -0.017994 ,  -0.969669
0.057980 ,  -0.015995 ,  -1.017652
0.057980 ,  -0.005998 ,  -0.975667
0.049983 ,  -0.021992 ,  -1.007656
0.035988 ,  -0.029990 ,  -1.023650
0.035988 ,  -0.023992 ,  -1.037646
0.045984 ,  -0.013995 ,  -0.995660
0.059980 ,  -0.025991 ,  -1.035646
0.033988 ,  -0.023992 ,  -1.023650
0.049983 ,  -0.023992 ,  -0.991661
0.065977 ,  -0.025991 ,  -0.987663
0.045984 ,  -0.025991 ,  -1.033647
0.019993 ,  -0.029990 ,  -1.017652
0.045984 ,  -0.015995 ,  -0.949676
0.057980 ,  -0.017994 ,  -1.005656
0.073975 ,  -0.025991 ,  -0.965670
0.053982 ,  -0.027990 ,  -1.001658
0.053982 ,  -0.019993 ,  -1.017652
0.063978 ,  -0.015995 ,  -1.021651
0.047984 ,  -0.019993 ,  -1.053640
0.051982 ,  -0.015995 ,  -0.981665
0.031989 ,  -0.033988 ,  -1.031647
0.081972 ,  -0.021992 ,  -0.969669
0.051982 ,  -0.025991 ,  -1.001658
0.045984 ,  -0.033988 ,  -0.999658
0.043985 ,  -0.033988 ,  -1.041644
0.055981 ,  -0.019993 ,  -0.973667
0.047984 ,  -0.003999 ,  -0.985663
0.057980 ,  -0.027990 ,  -1.061637
0.065977 ,  -0.033988 ,  -1.055639
0.035988 ,  -0.029990 ,  -1.013654
0.005998 ,  -0.041986 ,  -1.019652
0.053982 ,  -0.019993 ,  -1.005656
0.047984 ,  -0.017994 ,  -0.945677
0.035988 ,  -0.003999 ,  -0.965670
0.041986 ,  -0.023992 ,  -0.971668
0.065977 ,  -0.027990 ,  -1.037646
0.071975 ,  -0.017994 ,  -1.023650
0.039986 ,  -0.029990 ,  -1.023650
0.055981 ,  -0.025991 ,  -0.993661
0.063978 ,  -0.023992 ,  -0.991661
0.057980 ,  -0.033988 ,  -1.031647
0.059980 ,  -0.013995 ,  -0.989662
0.049983 ,  -0.013995 ,  -0.987663
0.079973 ,  -0.019993 ,  -1.017652
0.041986 ,  -0.025991 ,  -1.043643
0.021992 ,  -0.027990 ,  -1.011654
0.043985 ,  -0.025991 ,  -1.033647
0.069976 ,  -0.017994 ,  -1.009655
0.041986 ,  -0.017994 ,  -1.011654
0.049983 ,  -0.037987 ,  -1.041644
0.047984 ,  -0.019993 ,  -1.055639
0.031989 ,  -0.015995 ,  -1.001658
0.045984 ,  -0.011996 ,  -1.001658
0.037987 ,  -0.031989 ,  -1.001658
0.045984 ,  -0.015995 ,  -1.023650
0.045984 ,  -0.027990 ,  -1.019652
0.047984 ,  -0.035988 ,  -1.001658
0.053982 ,  -0.025991 ,  -1.007656
0.043985 ,  -0.019993 ,  -0.999658
0.053982 ,  -0.029990 ,  -1.031647
0.063978 ,  -0.029990 ,  -1.023650
0.023992 ,  -0.037987 ,  -1.039645
0.049983 ,  -0.033988 ,  -1.005656
0.045984 ,  -0.017994 ,  -0.963671
0.041986 ,  -0.021992 ,  -0.951675
0.041986 ,  -0.003999 ,  -0.973667
0.049983 ,  -0.019993 ,  -1.001658
0.053982 ,  -0.023992 ,  -1.055639
0.045984 ,  -0.023992 ,  -1.023650
0.043985 ,  -0.009997 ,  -1.017652
0.039986 ,  -0.027990 ,  -1.011654
0.061979 ,  -0.017994 ,  -0.997659
0.047984 ,  -0.033988 ,  -0.997659
0.037987 ,  -0.015995 ,  -1.009655
0.029990 ,  -0.023992 ,  -1.029648
0.007997 ,  -0.039986 ,  -1.011654
0.041986 ,  0.000000 ,  -1.023650
0.047984 ,  -0.023992 ,  -1.051641
0.057980 ,  -0.027990 ,  -1.011654
0.041986 ,  -0.025991 ,  -1.007656
0.039986 ,  -0.029990 ,  -0.995660
0.045984 ,  -0.029990 ,  -1.029648
0.047984 ,  -0.029990 ,  -0.945677
0.055981 ,  0.001999 ,  -0.977666
0.053982 ,  -0.009997 ,  -1.019652
0.059980 ,  -0.039986 ,  -1.037646
0.053982 ,  -0.035988 ,  -1.053640
0.037987 ,  -0.025991 ,  -0.971668
0.041986 ,  -0.015995 ,  -0.967669
0.041986 ,  -0.017994 ,  -0.965670
0.075974 ,  -0.017994 ,  -1.017652
0.021992 ,  -0.031989 ,  -1.017652
0.065977 ,  -0.027990 ,  -1.027649
0.017994 ,  -0.025991 ,  -1.063637
0.039986 ,  -0.021992 ,  -0.999658
0.055981 ,  -0.027990 ,  -1.007656
0.049983 ,  -0.019993 ,  -1.023650
0.053982 ,  -0.035988 ,  -1.001658
0.043985 ,  -0.033988 ,  -1.025650
0.039986 ,  -0.025991 ,  -1.021651
0.045984 ,  -0.017994 ,  -1.003657
0.055981 ,  -0.037987 ,  -1.041644
0.031989 ,  -0.029990 ,  -1.019652
0.053982 ,  -0.019993 ,  -0.971668
0.039986 ,  -0.021992 ,  -1.011654
0.063978 ,  -0.031989 ,  -1.039645
0.037987 ,  -0.023992 ,  -1.025650
0.045984 ,  -0.027990 ,  -0.995660
0.053982 ,  -0.019993 ,  -0.967669
0.061979 ,  -0.023992 ,  -0.999658
0.047984 ,  -0.025991 ,  -0.993661
0.059980 ,  -0.029990 ,  -1.053640
0.013995 ,  -0.025991 ,  -0.999658
0.061979 ,  -0.011996 ,  -1.005656
0.035988 ,  -0.021992 ,  -0.991661
0.041986 ,  -0.029990 ,  -0.977666
0.037987 ,  -0.017994 ,  -0.983664
0.049983 ,  -0.019993 ,  -1.017652
0.029990 ,  -0.027990 ,  -0.999658
0.035988 ,  -0.027990 ,  -1.063637
0.051982 ,  -0.027990 ,  -1.033647
0.035988 ,  -0.023992 ,  -1.049641
0.087970 ,  -0.025991 ,  -0.991661
0.057980 ,  -0.017994 ,  -0.991661
0.037987 ,  -0.019993 ,  -1.011654
0.051982 ,  -0.029990 ,  -1.055639
0.055981 ,  -0.029990 ,  -1.005656
0.055981 ,  -0.021992 ,  -1.009655
0.069976 ,  -0.011996 ,  -1.021651
0.047984 ,  -0.019993 ,  -1.027649
0.035988 ,  -0.017994 ,  -0.989662
0.021992 ,  -0.029990 ,  -0.987663
0.059980 ,  -0.019993 ,  -0.979665
0.033988 ,  -0.013995 ,  -1.007656
0.041986 ,  -0.035988 ,  -1.035646
0.045984 ,  -0.023992 ,  -0.981665
0.051982 ,  -0.015995 ,  -1.009655
0.033988 ,  -0.017994 ,  -1.005656
0.051982 ,  -0.035988 ,  -1.031647
0.067977 ,  -0.033988 ,  -1.021651
0.035988 ,  -0.015995 ,  -0.969669
0.067977 ,  -0.017994 ,  -1.007656
0.045984 ,  -0.003999 ,  -0.983664
0.057980 ,  -0.017994 ,  -1.019652
0.077973 ,  -0.021992 ,  -1.023650
0.041986 ,  -0.025991 ,  -1.047642
0.043985 ,  -0.013995 ,  -0.983664
0.037987 ,  -0.039986 ,  -1.029648
0.063978 ,  -0.011996 ,  -1.025650
0.051982 ,  -0.021992 ,  -1.001658
0.043985 ,  -0.021992 ,  -1.051641
0.083971 ,  -0.023992 ,  -0.985663
0.029990 ,  -0.043985 ,  -1.015653
0.049983 ,  -0.031989 ,  -1.031647
0.029990 ,  -0.023992 ,  -0.993661
0.045984 ,  -0.027990 ,  -0.985663
0.035988 ,  -0.013995 ,  -0.975667
0.061979 ,  -0.029990 ,  -0.983664
0.051982 ,  -0.017994 ,  -1.003657
0.031989 ,  -0.033988 ,  -1.021651
0.021992 ,  -0.021992 ,  -1.013654
0.057980 ,  -0.019993 ,  -1.017652
0.041986 ,  -0.017994 ,  -0.995660
0.023992 ,  -0.029990 ,  -1.015653
0.061979 ,  -0.021992 ,  -0.987663
0.049983 ,  -0.029990 ,  -1.041644
0.033988 ,  -0.029990 ,  -1.023650
0.047984 ,  -0.027990 ,  -1.067635
0.049983 ,  -0.023992 ,  -0.971668
0.053982 ,  -0.025991 ,  -1.001658
0.049983 ,  -0.027990 ,  -0.993661
0.033988 ,  -0.041986 ,  -0.997659
0.069976 ,  -0.025991 ,  -1.023650
0.019993 ,  -0.029990 ,  -1.043643
0.067977 ,  -0.027990 ,  -1.011654
0.041986 ,  -0.015995 ,  -0.969669
0.057980 ,  -0.015995 ,  -0.997659
0.033988 ,  -0.011996 ,  -0.985663
0.037987 ,  -0.019993 ,  -0.973667
0.025991 ,  -0.027990 ,  -1.009655
0.061979 ,  -0.025991 ,  -1.021651
0.029990 ,  -0.019993 ,  -0.999658
0.071975 ,  -0.021992 ,  -0.977666
0.055981 ,  -0.027990 ,  -0.993661
0.037987 ,  -0.039986 ,  -1.011654
0.039986 ,  -0.007997 ,  -0.975667
0.043985 ,  -0.027990 ,  -0.983664
0.061979 ,  -0.021992 ,  -1.053640
0.077973 ,  -0.009997 ,  -1.009655
0.047984 ,  -0.009997 ,  -1.021651
0.027990 ,  -0.013995 ,  -0.991661
0.057980 ,  -0.011996 ,  -0.987663
0.025991 ,  -0.025991 ,  -0.997659
0.059980 ,  -0.029990 ,  -1.059638
0.031989 ,  -0.023992 ,  -1.023650
0.061979 ,  -0.011996 ,  -1.007656
0.061979 ,  -0.021992 ,  -1.039645
0.045984 ,  -0.023992 ,  -1.013654
0.077973 ,  -0.025991 ,  -1.003657
0.045984 ,  -0.025991 ,  -1.007656
0.063978 ,  -0.015995 ,  -0.983664
0.049983 ,  -0.011996 ,  -0.979665
0.057980 ,  -0.027990 ,  -1.027649
0.049983 ,  -0.033988 ,  -1.051641
0.035988 ,  -0.023992 ,  -1.023650
0.051982 ,  -0.031989 ,  -1.003657
0.065977 ,  -0.017994 ,  -0.983664
0.043985 ,  -0.025991 ,  -0.985663
0.055981 ,  -0.015995 ,  -0.949676
0.057980 ,  -0.037987 ,  -1.027649
0.039986 ,  -0.023992 ,  -1.037646
0.053982 ,  -0.007997 ,  -1.009655
0.033988 ,  -0.023992 ,  -1.071634
0.057980 ,  -0.011996 ,  -0.995660
0.043985 ,  -0.017994 ,  -0.977666
0.039986 ,  -0.027990 ,  -0.995660
0.033988 ,  -0.021992 ,  -1.009655
0.043985 ,  -0.029990 ,  -1.025650
0.053982 ,  -0.017994 ,  -0.991661
0.053982 ,  -0.027990 ,  -1.053640
0.007997 ,  -0.023992 ,  -1.001658
0.045984 ,  -0.041986 ,  -1.001658
0.053982 ,  -0.019993 ,  -1.029648
0.069976 ,  -0.017994 ,  -1.011654
0.029990 ,  -0.021992 ,  -0.991661
0.039986 ,  -0.029990 ,  -1.025650
0.049983 ,  -0.019993 ,  -1.011654
0.043985 ,  -0.013995 ,  -1.027649
0.057980 ,  -0.025991 ,  -1.031647
0.057980 ,  -0.013995 ,  -1.015653
0.051982 ,  -0.013995 ,  -0.953674
0.045984 ,  -0.027990 ,  -1.061637
0.067977 ,  -0.029990 ,  -1.035646
0.011996 ,  -0.035988 ,  -1.015653
0.043985 ,  -0.015995 ,  -0.957673
0.065977 ,  -0.021992 ,  -0.989662
0.049983 ,  -0.025991 ,  -1.017652
0.045984 ,  -0.031989 ,  -1.025650
0.039986 ,  -0.029990 ,  -0.997659
0.039986 ,  -0.031989 ,  -1.061637
0.045984 ,  -0.021992 ,  -0.967669
0.045984 ,  -0.013995 ,  -0.969669
0.000000 ,  -0.037987 ,  -1.029648
0.041986 ,  -0.031989 ,  -1.027649
0.045984 ,  -0.023992 ,  -0.991661
0.087970 ,  -0.015995 ,  -0.989662
0.047984 ,  -0.017994 ,  -1.019652
0.041986 ,  -0.037987 ,  -1.057639
0.027990 ,  -0.019993 ,  -0.977666
0.041986 ,  -0.021992 ,  -1.013654
0.051982 ,  -0.019993 ,  -0.997659
0.051982 ,  0.003999 ,  -0.989662
0.071975 ,  -0.019993 ,  -1.013654
0.063978 ,  -0.035988 ,  -0.999658
0.033988 ,  -0.031989 ,  -1.015653
0.085971 ,  -0.033988 ,  -1.003657
0.023992 ,  -0.027990 ,  -0.979665
0.059980 ,  -0.029990 ,  -1.027649
0.011996 ,  -0.025991 ,  -1.047642
0.035988 ,  -0.019993 ,  -0.981665
0.033988 ,  -0.029990 ,  -1.015653
0.009997 ,  -0.023992 ,  -1.023650
0.059980 ,  -0.021992 ,  -1.055639
0.039986 ,  -0.023992 ,  -0.985663
0.065977 ,  -0.015995 ,  -1.015653
0.033988 ,  -0.021992 ,  -1.009655
0.041986 ,  -0.025991 ,  -1.003657
0.023992 ,  -0.031989 ,  -1.037646
0.057980 ,  -0.023992 ,  -1.025650
0.031989 ,  -0.033988 ,  -1.023650
0.009997 ,  -0.025991 ,  -1.013654
0.047984 ,  -0.013995 ,  -1.017652
0.039986 ,  -0.025991 ,  -1.061637
0.041986 ,  -0.019993 ,  -0.979665
0.023992 ,  -0.021992 ,  -1.035646
0.067977 ,  -0.031989 ,  -1.013654
0.059980 ,  -0.027990 ,  -0.991661
0.031989 ,  -0.019993 ,  -0.939679
0.045984 ,  -0.031989 ,  -1.021651
0.039986 ,  -0.033988 ,  -1.047642
0.029990 ,  -0.017994 ,  -1.019652
0.035988 ,  -0.029990 ,  -0.981665
0.053982 ,  -0.017994 ,  -0.991661
0.049983 ,  -0.007997 ,  -0.983664
0.029990 ,  -0.021992 ,  -1.013654
0.051982 ,  -0.041986 ,  -1.043643
0.059980 ,  -0.033988 ,  -1.005656
0.067977 ,  -0.037987 ,  -0.999658
0.043985 ,  -0.017994 ,  -1.013654
0.023992 ,  -0.025991 ,  -1.001658
0.061979 ,  -0.023992 ,  -0.989662
0.045984 ,  -0.033988 ,  -1.001658
0.035988 ,  -0.015995 ,  -0.995660
0.049983 ,  -0.015995 ,  -0.995660
0.031989 ,  -0.031989 ,  -1.013654
0.061979 ,  -0.023992 ,  -0.985663
0.059980 ,  -0.009997 ,  -0.985663
0.047984 ,  -0.019993 ,  -1.013654
0.045984 ,  -0.035988 ,  -1.049641
0.033988 ,  -0.025991 ,  -1.009655
0.045984 ,  -0.037987 ,  -1.041644
0.053982 ,  -0.013995 ,  -0.999658
0.075974 ,  -0.025991 ,  -1.017652
0.065977 ,  -0.025991 ,  -0.951675
0.053982 ,  -0.023992 ,  -1.013654
0.055981 ,  -0.015995 ,  -0.995660
0.049983 ,  -0.013995 ,  -1.013654
0.055981 ,  -0.031989 ,  -1.023650
0.063978 ,  -0.025991 ,  -0.959672
0.035988 ,  -0.037987 ,  -1.023650
0.077973 ,  -0.013995 ,  -1.019652
0.041986 ,  -0.009997 ,  -0.951675
0.031989 ,  -0.017994 ,  -1.037646
0.057980 ,  -0.033988 ,  -1.019652
0.061979 ,  -0.017994 ,  -0.985663
0.061979 ,  -0.021992 ,  -0.999658
0.059980 ,  -0.037987 ,  -1.049641
0.059980 ,  -0.037987 ,  -1.035646
0.055981 ,  -0.017994 ,  -0.955673
0.081972 ,  -0.017994 ,  -1.017652
0.041986 ,  -0.031989 ,  -1.003657
0.067977 ,  -0.015995 ,  -1.019652
0.049983 ,  -0.027990 ,  -1.005656
0.041986 ,  -0.031989 ,  -0.999658
0.037987 ,  -0.027990 ,  -1.013654
0.067977 ,  -0.027990 ,  -0.999658
0.043985 ,  -0.023992 ,  -1.007656
0.035988 ,  -0.023992 ,  -0.989662
0.039986 ,  -0.015995 ,  -0.987663
0.045984 ,  -0.021992 ,  -0.977666
0.065977 ,  -0.035988 ,  -1.033647
0.037987 ,  -0.023992 ,  -0.991661
0.069976 ,  -0.017994 ,  -0.991661
0.045984 ,  -0.013995 ,  -1.013654
0.057980 ,  -0.025991 ,  -1.027649
0.023992 ,  -0.033988 ,  -0.993661
0.043985 ,  -0.017994 ,  -0.989662
0.051982 ,  -0.017994 ,  -0.997659
0.083971 ,  -0.019993 ,  -1.045643
0.043985 ,  -0.021992 ,  -1.029648
0.043985 ,  -0.019993 ,  -1.025650
0.061979 ,  -0.023992 ,  -1.049641
0.053982 ,  -0.019993 ,  -1.021651
0.053982 ,  -0.039986 ,  -1.051641
0.057980 ,  -0.009997 ,  -0.981665
0.083971 ,  -0.031989 ,  -1.009655
0.057980 ,  -0.011996 ,  -0.989662
0.041986 ,  -0.023992 ,  -1.017652
0.025991 ,  -0.033988 ,  -1.025650
0.051982 ,  -0.011996 ,  -1.001658
0.063978 ,  -0.015995 ,  -1.003657
0.055981 ,  -0.021992 ,  -1.055639
0.041986 ,  -0.037987 ,  -0.987663
0.073975 ,  -0.031989 ,  -1.039645
0.047984 ,  -0.021992 ,  -0.973667
0.055981 ,  -0.025991 ,  -0.975667
0.045984 ,  -0.021992 ,  -1.041644
0.001999 ,  -0.027990 ,  -1.021651
0.037987 ,  -0.007997 ,  -1.039645
0.057980 ,  -0.023992 ,  -1.007656
0.035988 ,  -0.027990 ,  -1.001658
0.045984 ,  -0.033988 ,  -0.987663
0.057980 ,  -0.013995 ,  -0.979665
0.043985 ,  -0.015995 ,  -0.979665
0.055981 ,  -0.011996 ,  -0.981665
0.027990 ,  -0.043985 ,  -1.013654
0.065977 ,  -0.025991 ,  -1.019652
0.061979 ,  -0.023992 ,  -0.957673
0.047984 ,  -0.017994 ,  -0.961671
0.051982 ,  -0.025991 ,  -1.077632
0.045984 ,  -0.043985 ,  -1.065636
0.061979 ,  -0.017994 ,  -0.983664
0.055981 ,  -0.021992 ,  -0.991661
0.025991 ,  -0.039986 ,  -1.035646
0.037987 ,  -0.013995 ,  -1.031647
0.051982 ,  -0.031989 ,  -1.055639
0.049983 ,  -0.033988 ,  -1.021651
0.061979 ,  -0.019993 ,  -0.977666
0.059980 ,  -0.015995 ,  -0.977666
0.029990 ,  -0.021992 ,  -1.007656
0.067977 ,  -0.021992 ,  -0.965670
0.023992 ,  -0.023992 ,  -0.989662
0.041986 ,  -0.023992 ,  -1.025650
0.027990 ,  -0.021992 ,  -1.063637
0.055981 ,  -0.027990 ,  -0.991661
0.051982 ,  -0.011996 ,  -0.967669
0.039986 ,  -0.019993 ,  -1.019652
0.045984 ,  -0.037987 ,  -1.025650
0.053982 ,  -0.011996 ,  -0.979665
0.073975 ,  -0.011996 ,  -0.991661
0.059980 ,  -0.025991 ,  -1.003657
0.047984 ,  -0.023992 ,  -1.009655
0.049983 ,  -0.033988 ,  -1.033647
0.041986 ,  -0.023992 ,  -1.029648
0.053982 ,  -0.017994 ,  -0.983664
0.055981 ,  -0.035988 ,  -1.007656
0.019993 ,  -0.025991 ,  -1.057639
0.035988 ,  -0.013995 ,  -1.003657
0.067977 ,  -0.019993 ,  -1.009655
0.053982 ,  -0.025991 ,  -0.979665
0.049983 ,  -0.023992 ,  -1.031647
0.061979 ,  -0.025991 ,  -0.987663
0.067977 ,  -0.019993 ,  -1.029648
0.029990 ,  -0.013995 ,  -0.999658
0.029990 ,  -0.023992 ,  -0.975667
0.047984 ,  -0.021992 ,  -1.045643
0.051982 ,  -0.013995 ,  -1.017652
0.055981 ,  -0.027990 ,  -1.023650
0.033988 ,  -0.021992 ,  -0.987663
0.073975 ,  -0.021992 ,  -0.961671
0.049983 ,  -0.029990 ,  -1.053640
0.063978 ,  -0.033988 ,  -1.023650
0.013995 ,  -0.029990 ,  -1.003657
0.049983 ,  -0.027990 ,  -1.037646
0.057980 ,  -0.027990 ,  -1.037646
0.021992 ,  -0.039986 ,  -1.005656
0.059980 ,  -0.027990 ,  -1.017652
0.067977 ,  -0.037987 ,  -1.025650
0.073975 ,  -0.013995 ,  -1.031647
0.045984 ,  -0.021992 ,  -0.981665
0.057980 ,  -0.021992 ,  -1.041644
0.057980 ,  -0.023992 ,  -0.959672
0.047984 ,  -0.019993 ,  -1.017652
0.037987 ,  -0.027990 ,  -1.037646
0.039986 ,  -0.025991 ,  -0.999658
0.051982 ,  -0.007997 ,  -1.017652
0.049983 ,  -0.021992 ,  -1.003657
0.031989 ,  -0.031989 ,  -1.023650
0.071975 ,  -0.031989 ,  -0.983664
0.039986 ,  -0.021992 ,  -0.973667
0.043985 ,  -0.017994 ,  -1.031647
0.049983 ,  -0.041986 ,  -1.033647
0.059980 ,  -0.043985 ,  -1.051641
0.059980 ,  -0.023992 ,  -1.001658
0.035988 ,  -0.021992 ,  -0.949676
0.047984 ,  -0.017994 ,  -0.965670
0.045984 ,  -0.025991 ,  -1.035646
0.063978 ,  -0.021992 ,  -1.001658
0.039986 ,  -0.039986 ,  -1.039645
0.041986 ,  -0.025991 ,  -1.011654
0.067977 ,  -0.019993 ,  -0.997659
0.053982 ,  -0.031989 ,  -1.009655
0.047984 ,  -0.021992 ,  -1.005656
0.031989 ,  -0.017994 ,  -1.027649
0.045984 ,  -0.015995 ,  -0.963671
0.055981 ,  -0.007997 ,  -0.993661
0.045984 ,  -0.025991 ,  -0.999658
0.055981 ,  -0.007997 ,  -0.981665
0.043985 ,  -0.017994 ,  -1.005656
0.039986 ,  -0.017994 ,  -1.017652
0.041986 ,  -0.041986 ,  -0.993661
0.061979 ,  -0.031989 ,  -1.031647
0.039986 ,  -0.023992 ,  -0.979665
0.061979 ,  -0.025991 ,  -1.001658
0.039986 ,  -0.019993 ,  -1.043643
0.053982 ,  -0.013995 ,  -0.993661
0.047984 ,  -0.025991 ,  -1.007656
0.045984 ,  -0.023992 ,  -1.047642
0.049983 ,  -0.027990 ,  -1.009655
0.069976 ,  -0.003999 ,  -1.027649
0.065977 ,  -0.031989 ,  -1.049641
0.049983 ,  -0.015995 ,  -1.019652
0.067977 ,  -0.017994 ,  -0.983664
0.065977 ,  -0.019993 ,  -1.017652
0.027990 ,  -0.025991 ,  -1.019652
0.045984 ,  -0.033988 ,  -1.025650
0.051982 ,  -0.031989 ,  -1.039645
