0.000000 ,  -0.175940 ,  1.030648
0.016994 ,  -0.155947 ,  1.075632
0.006998 ,  -0.143951 ,  1.091627
-0.006998 ,  -0.175940 ,  1.018652
0.006998 ,  -0.183937 ,  1.013654
0.003999 ,  -0.162944 ,  1.045643
0.001999 ,  -0.155947 ,  1.028649
-0.002999 ,  -0.153947 ,  1.080631
0.004998 ,  -0.163944 ,  1.040645
0.000000 ,  -0.173941 ,  0.994660
0.044985 ,  -0.149949 ,  1.043643
0.001000 ,  -0.178939 ,  0.985663
-0.001000 ,  -0.154947 ,  1.097625
-0.014995 ,  -0.167943 ,  0.974667
-0.004998 ,  -0.155947 ,  1.071634
-0.001000 ,  -0.167943 ,  1.049641
-0.012996 ,  -0.169942 ,  1.021651
0.000000 ,  -0.159945 ,  1.078631
0.007997 ,  -0.157946 ,  1.056639
0.011996 ,  -0.153947 ,  1.081631
0.006998 ,  -0.181938 ,  1.035646
0.011996 ,  -0.167943 ,  0.992661
0.002999 ,  -0.173941 ,  1.028649
0.014995 ,  -0.156946 ,  1.109621
-0.009997 ,  -0.157946 ,  1.043643
-0.016994 ,  -0.158946 ,  1.030648
0.001000 ,  -0.148949 ,  1.027649
0.010996 ,  -0.154947 ,  1.064636
0.021992 ,  -0.156946 ,  1.071634
0.015995 ,  -0.178939 ,  0.993661
0.017994 ,  -0.169942 ,  1.032647
0.021992 ,  -0.161945 ,  1.073633
-0.005998 ,  -0.172941 ,  1.026649
-0.009997 ,  -0.152948 ,  1.062637
-0.006998 ,  -0.169942 ,  1.016653
0.002999 ,  -0.170942 ,  1.033647
0.014995 ,  -0.164944 ,  0.978666
-0.001999 ,  -0.158946 ,  1.041644
0.011996 ,  -0.162944 ,  1.061637
-0.001000 ,  -0.160945 ,  1.028649
0.005998 ,  -0.177939 ,  1.009655
-0.004998 ,  -0.159945 ,  0.963671
0.002999 ,  -0.166943 ,  1.039645
0.008997 ,  -0.158946 ,  1.082630
-0.041986 ,  -0.175940 ,  1.037646
0.007997 ,  -0.150948 ,  1.064636
-0.006998 ,  -0.162944 ,  1.073633
0.041986 ,  -0.152948 ,  1.035646
0.007997 ,  -0.166943 ,  1.061637
-0.006998 ,  -0.167943 ,  0.993661
-0.002999 ,  -0.163944 ,  1.009655
0.007997 ,  -0.152948 ,  1.079631
0.005998 ,  -0.161945 ,  1.064636
0.040986 ,  -0.149949 ,  1.044643
0.004998 ,  -0.152948 ,  1.092627
-0.002999 ,  -0.178939 ,  1.008655
0.009997 ,  -0.148949 ,  1.069635
0.021992 ,  -0.162944 ,  1.079631
0.005998 ,  -0.170942 ,  1.033647
0.010996 ,  -0.166943 ,  1.022651
-0.008997 ,  -0.172941 ,  0.987663
-0.005998 ,  -0.157946 ,  1.055639
0.002999 ,  -0.173941 ,  1.004657
0.009997 ,  -0.174940 ,  1.034646
-0.006998 ,  -0.159945 ,  1.012654
-0.001999 ,  -0.168942 ,  1.023650
-0.028990 ,  -0.167943 ,  1.039645
-0.002999 ,  -0.145950 ,  1.054640
-0.003999 ,  -0.159945 ,  1.036646
-0.003999 ,  -0.175940 ,  1.048642
0.006998 ,  -0.160945 ,  1.028649
0.014995 ,  -0.156946 ,  1.029648
-0.028990 ,  -0.168942 ,  1.033647
0.014995 ,  -0.152948 ,  1.042644
-0.002999 ,  -0.153947 ,  1.039645
-0.001000 ,  -0.165943 ,  1.061637
-0.020993 ,  -0.158946 ,  1.010655
0.008997 ,  -0.152948 ,  1.048642
-0.002999 ,  -0.171941 ,  1.046642
0.001000 ,  -0.154947 ,  1.070634
